id,fecha,venta_total,descuento,direccion,comuna
12510,"2006-07-06 00:00:00",27000,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12511,"2006-07-10 00:00:00",217500,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12520,"2006-07-06 00:00:00",242400,0,"AVENIDA LIBERTADOR BERNARDO O HIGGINS 2883",SANTIAGO
12521,"2006-07-06 00:00:00",65000,0,"AHUMADA 85 LOCAL 205",SANTIAGO
12522,"2006-07-07 00:00:00",63520,0,"FRANKLIN 987",SANTIAGO
12523,"2006-07-07 00:00:00",30000,0,"SAN DIEGO 824",SANTIAGO
12526,"2006-07-07 00:00:00",76500,0,"SAN DIEGO 802",SANTIAGO
12000,"2006-07-10 00:00:00",109520,0,"SIERRA BELLA 1125",SANTIAGO
0,"2006-07-10 00:00:00",56520,0,-,-
1,"2006-07-10 00:00:00",364050,0,"AHUMADA 85 LOCAL 205",SANTIAGO
2,"2006-07-10 00:00:00",428697,0,-,-
3,"2006-07-10 00:00:00",11232,0,-,-
4,"2006-07-10 00:00:00",82935,0,-,-
12509,"2006-07-10 00:00:00",52800,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12527,"2006-07-10 00:00:00",27000,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12519,"2014-01-28 00:00:00",308700,10,"CINCO ORIENTE 2138",TALCA
12508,"2006-07-10 00:00:00",121200,0,"FRANKLIN 899",SANTIAGO
5,"2006-07-10 00:00:00",85000,0,-,-
6,"2006-07-11 00:00:00",347770,0,-,-
7,"2006-07-11 00:00:00",64620,0,"PEDRO DE VALDIVIA 3462 LOCAL 48 A Ã‘UÃ‘OA",Ã‘UÃ‘OA
12525,"2006-07-11 00:00:00",27550,0,"SAN DIEGO 815",SANTIAGO
12517,"2006-07-11 00:00:00",50572,0,"DIAGONAL CERVANTES 721",SANTIAGO
12513,"2006-07-11 00:00:00",65760,0,"PASAJE PINOCHET LE BUIN 65",MAIPU
12516,"2006-07-11 00:00:00",180560,0,"DIAGONAL CERVANTES 611 LOCAL 30",SANTIAGO
12528,"2006-07-11 00:00:00",139000,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12515,"2006-07-12 00:00:00",16000,0,"SAN DIEGO 894",SANTIAGO
12514,"2006-07-12 00:00:00",45600,0,"SAN DIEGO 824",SANTIAGO
12518,"2006-07-12 00:00:00",119430,0,"FRANKLIN 987",SANTIAGO
8,"2006-07-12 00:00:00",189909,0,-,-
9,"2006-07-12 00:00:00",188100,0,"PEDRO DE VALDIVIA 3462 LOCAL 48 A Ã‘UÃ‘OA",Ã‘UÃ‘OA
12529,"2006-07-12 00:00:00",424350,0,"AHUMADA LOCAL 205 B",SANTIAGO
10,"2006-07-12 00:00:00",190935,0,-,-
12530,"2006-07-12 00:00:00",42000,0,"ALAMEDA 2859",SANTIAGO
12531,"2006-07-13 00:00:00",86380,0,"EL SALTO CHICO 1439",RECOLETA
12532,"2006-07-13 00:00:00",129200,0,"RICARDO MORELES 3361","SAN MIGUEL"
12533,"2006-07-14 00:00:00",117500,0,"A LOPEZ DE BELLO 8252",INDEPENDENCIA
12534,"2006-07-14 00:00:00",136925,0,"FRANKLIN 987",SANTIAGO
11,"2006-07-14 00:00:00",43139,0,-,-
12,"2006-07-14 00:00:00",77760,0,-,-
13,"2006-07-14 00:00:00",250200,0,-,-
12535,"2006-07-14 00:00:00",55000,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
14,"2006-07-14 00:00:00",93197,0,-,-
15,"2006-07-14 00:00:00",7268,0,-,-
16,"2006-07-14 00:00:00",103716,0,"LIBERTAD 1345",SANTIAGO
12536,"2006-07-17 00:00:00",181000,0,"FREIRE 284 11",11
12537,"2006-07-17 00:00:00",270200,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12538,"2006-07-17 00:00:00",46800,0,"BANDERA 891",SANTIAGO
12539,"2006-07-17 00:00:00",42000,0,"AHUMADA LOCAL 205 B",SANTIAGO
12540,"2006-07-17 00:00:00",343000,0,"ALAMEDA 3427 E CENTRAL",E.CENTRAL
12541,"2006-07-17 00:00:00",158030,0,"SAN DIEGO 993",SANTIAGO
12542,"2006-07-17 00:00:00",156000,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12543,"2006-07-17 00:00:00",25290,11.6782,"FRANKLIN 987",SANTIAGO
12544,"2006-07-18 00:00:00",132600,15,"CINCO ORIENTE 2138",TALCA
12549,"2006-07-20 00:00:00",271700,0,"AHUMADA LOCAL 205 B",SANTIAGO
12550,"2006-07-20 00:00:00",135850,5.89399,"ALDUNATE 1447",SANTIAGO
12552,"2006-07-24 00:00:00",116590,0,"ESPERANZA 5",SANTIAGO
12553,"2006-07-24 00:00:00",72000,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12554,"2006-07-25 00:00:00",137750,5.89402,"RICARDO MORALES 3361","SAN MIGUEL"
12555,"2006-07-25 00:00:00",948000,0,"AVENIDA PARRON 1845","SAN RAMON"
12556,"2006-07-25 00:00:00",203300,0,"FREIRE 284 11",11
17,"2006-07-26 00:00:00",123320,0,"LIBERTAD 1345",SANTIAGO
18,"2006-07-27 00:00:00",511775,0,"LIBERTAD 1345",SANTIAGO
19,"2006-07-27 00:00:00",175373,0,"LIBERTAD 1345",SANTIAGO
20,"2006-07-27 00:00:00",424593,0,"LIBERTAD 1345",SANTIAGO
21,"2006-07-27 00:00:00",95310,0,"LIBERTAD 1345",SANTIAGO
22,"2006-07-27 00:00:00",387639,0,"LIBERTAD 1345",SANTIAGO
23,"2006-07-27 00:00:00",394400,0,"LIBERTAD 1345",SANTIAGO
12557,"2006-07-27 00:00:00",53163,11.6781,"FRANKLIN 987",SANTIAGO
12558,"2006-07-27 00:00:00",15552,11.678,"FRANKLIN 987",SANTIAGO
12559,"2006-07-27 00:00:00",12312,5,"EL SALTO CHICO 1439",RECOLETA
12561,"2006-07-28 00:00:00",187500,0,"CHACABUCO 373 22",22
24,"2006-07-31 00:00:00",1606106,0,"LIBERTAD 1345",SANTIAGO
25,"2006-07-31 00:00:00",840783,0,"LIBERTAD 1345",SANTIAGO
12563,"2006-08-01 00:00:00",418800,0,"SERRANO 395 3 Â° NIVEL LOCAL 307 MALL LEYAN","MALL LEYAN"
12564,"2006-08-01 00:00:00",231460,0,"CINCO ORIENTE 2138",TALCA
12566,"2006-08-02 00:00:00",1566500,0,"J WALKER MARTINES 3520 Ã‘UÃ‘OA",Ã‘UÃ‘OA
12568,"2006-08-02 00:00:00",95940,11.6781,"FREIRE 679 S BERNARDO",S.BERNARDO
12569,"2006-08-02 00:00:00",33915,5,"DIAGONAL CERVANTE 641",SANTIAGO
12570,"2006-08-03 00:00:00",279176,5.8942,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12571,"2006-08-03 00:00:00",18000,10,"SAN DIEGO 802",SANTIAGO
12572,"2006-08-03 00:00:00",93100,5.89403,"SAN DIEGO 815",SANTIAGO
12573,"2006-08-03 00:00:00",34800,0,"SAN DIEGO 831",SANTIAGO
12574,"2006-08-03 00:00:00",59000,0,"SAN DIEGO 835",SANTIAGO
12575,"2006-08-03 00:00:00",66000,0,"SAN DIEGO 894",SANTIAGO
12576,"2006-08-03 00:00:00",247500,0,"FRANKLIN 899",SANTIAGO
12577,"2006-08-03 00:00:00",112000,0,"AVENIDA PARRON 1845","SAN RAMON"
12578,"2006-08-03 00:00:00",275700,0,"CINCO ORIENTE 2138",TALCA
12579,"2006-08-03 00:00:00",212600,0,"MEMBRILLAR 336","LOS ANDES"
12580,"2006-08-03 00:00:00",128000,0,"FREIRE 284 11",11
12581,"2006-08-03 00:00:00",253600,0,"AHUMADA LOCAL 205 B",SANTIAGO
12582,"2006-08-03 00:00:00",464850,0,"ALAMEDA 3427 E CENTRAL",E.CENTRAL
12583,"2006-08-03 00:00:00",76770,11.6781,"FRANKLIN 987",SANTIAGO
12584,"2006-08-03 00:00:00",423500,0,"BANDERA 891",SANTIAGO
12585,"2006-08-03 00:00:00",366400,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12586,"2006-08-03 00:00:00",44840,5.89396,"JUAN FRANCISCO RIVAS 9595 DPTO","EL BOSQUE"
12587,"2006-08-04 00:00:00",159500,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12588,"2006-08-04 00:00:00",112000,0,"AVENIDA PARRON 1845","SAN RAMON"
12589,"2006-08-04 00:00:00",30240,10,"FRANKLIN 987",SANTIAGO
12590,"2006-08-04 00:00:00",41200,0,"EYZAGUIRRE 692","SAN BERNARDO"
12591,"2006-08-04 00:00:00",43500,0,"GERONIMO DE ALDERETE 1355",VITACURA
12593,"2006-08-04 00:00:00",48000,0,"SAN DIEGO 895",SANTIAGO
12594,"2006-08-04 00:00:00",23560,5,"DIAGONAL CERVANTE 641",SANTIAGO
26,"2006-08-09 00:00:00",1838600,0,"LIBERTAD 1345",SANTIAGO
12599,"2006-08-09 00:00:00",43830,11.6781,"FRANKLIN 987",SANTIAGO
12600,"2006-08-09 00:00:00",161600,0,"FRANKLIN 899",SANTIAGO
27,"2006-08-09 00:00:00",1837000,0,"LIBERTAD 1345",SANTIAGO
28,"2006-08-10 00:00:00",948914,0,"LIBERTAD 1345",SANTIAGO
29,"2006-08-10 00:00:00",68531,0,"LIBERTAD 1345",SANTIAGO
30,"2006-08-10 00:00:00",1621450,0,"LIBERTAD 1345",SANTIAGO
12751,"2006-08-10 00:00:00",69521,5.89401,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12752,"2006-08-10 00:00:00",72000,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12596,"2006-08-10 00:00:00",83160,11.6782,"FRANKLIN 987",SANTIAGO
12753,"2006-08-11 00:00:00",344375,5.894,"RICARDO MORALES 3361","SAN MIGUEL"
12755,"2006-08-11 00:00:00",45720,11.6782,"FRANKLIN 987",SANTIAGO
12756,"2006-08-11 00:00:00",7830,10,"FRANKLIN 987",SANTIAGO
12757,"2006-08-14 00:00:00",18000,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12758,"2006-08-14 00:00:00",65000,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12759,"2006-08-16 00:00:00",533600,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12760,"2006-08-16 00:00:00",109000,0,"BANDERA 891",SANTIAGO
12761,"2006-08-17 00:00:00",122200,0,"AHUMADA LOCAL 205 B",SANTIAGO
12762,"2006-08-17 00:00:00",27000,0,"EUSEBIO LILLO 321",RECOLETA
12763,"2006-08-17 00:00:00",299040,12.822,"TRES AVENIDA 1176","SAN MIGUEL"
12764,"2006-08-17 00:00:00",163800,10,"TRES AVENIDA 1176","SAN MIGUEL"
12765,"2006-08-17 00:00:00",28000,0,"SAN DIEGO 896",SANTIAGO
12766,"2006-08-18 00:00:00",173500,0,"MAQUEHUE SUR 240","LAS CONDES"
12768,"2006-08-18 00:00:00",296300,0,"FREIRE 284 11",11
12769,"2006-08-18 00:00:00",155970,11.6781,"FREIRE 679 S BERNARDO",S.BERNARDO
12770,"2006-08-21 00:00:00",34800,13,"FRANKLIN 987",SANTIAGO
12771,"2006-08-21 00:00:00",11200,0,"J WALKER MARTINES 3520 Ã‘UÃ‘OA",Ã‘UÃ‘OA
12772,"2006-08-21 00:00:00",121590,11.6782,"FRANKLIN 987",SANTIAGO
12773,"2006-08-21 00:00:00",335200,0,"AVENIDA PARRON 1845","SAN RAMON"
12774,"2006-08-21 00:00:00",15000,0,"ALAMEDA 2859",SANTIAGO
12775,"2006-08-21 00:00:00",238500,0,"SAN DIEGO 867",SANTIAGO
12776,"2006-08-22 00:00:00",34800,0,"ALAMEDA 2859",SANTIAGO
12777,"2006-08-23 00:00:00",28500,5.89391,"SAN DIEGO 815",SANTIAGO
12779,"2006-08-23 00:00:00",67500,0,"AVENIDA PARRON 1845","SAN RAMON"
31,"2006-08-23 00:00:00",366282,5,"LIBERTAD 1345",SANTIAGO
32,"2006-08-23 00:00:00",627975,69775,"LIBERTAD 1345",SANTIAGO
12778,"2006-08-23 00:00:00",68000,0,"MAQUEHUE SUR 240","LAS CONDES"
12780,"2006-08-24 00:00:00",54720,5,"EL SALTO CHICO 1439",RECOLETA
12781,"2006-08-24 00:00:00",69600,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12782,"2006-08-24 00:00:00",104400,0,"SIERRA BELLA 1125",SANTIAGO
12783,"2006-08-24 00:00:00",18050,5,"SAN ANTONIO 486 LOCAL 14 B",SANTIAGO
12784,"2006-08-24 00:00:00",40000,0,"EYZAGUIRRE 692","SAN BERNARDO"
12785,"2006-08-24 00:00:00",425000,0,"LIRA 635",SANTIAGO
12786,"2006-08-25 00:00:00",32625,15.0971,"FRANKLIN 987",SANTIAGO
12787,"2006-08-25 00:00:00",29250,10,"FRANKLIN 987",SANTIAGO
12788,"2006-08-29 00:00:00",131750,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12789,"2006-08-29 00:00:00",88000,0,"SAN DIEGO 330",SANTIAGO
33,"2006-08-29 00:00:00",265500,10,"LIBERTAD 1345",SANTIAGO
34,"2006-08-30 00:00:00",94590,10,"LIBERTAD 1345 1",1
12790,"2006-08-29 00:00:00",46500,0,"MAQUEHUE SUR 240","LAS CONDES"
35,"2006-08-29 00:00:00",406170,10,"LIBERTAD 1345",SANTIAGO
36,"2006-08-30 00:00:00",472500,10,"LIBERTAD 1345",SANTIAGO
37,"2006-08-30 00:00:00",49682,15.0009,"LIBERTAD 1345",SANTIAGO
12791,"2006-08-30 00:00:00",69480,11.678,"FRANKLIN 987",SANTIAGO
38,"2006-08-31 00:00:00",293250,15,"LIBERTAD 1345",SANTIAGO
39,"2006-08-31 00:00:00",104210,15,"LIBERTAD 1345",SANTIAGO
12792,"2006-08-31 00:00:00",13585,5.89399,"EL SALTO CHICO 1439",RECOLETA
40,"2006-08-31 00:00:00",24000,20,"LIBERTAD 1345",SANTIAGO
12793,"2006-09-01 00:00:00",74400,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12794,"2006-09-01 00:00:00",46800,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
13002,"2006-10-10 00:00:00",129600,0,"SAN DIEGO 831",SANTIAGO
12797,"2006-09-01 00:00:00",339000,0,"AHUMADA 85 LOCAL 205",SANTIAGO
12798,"2006-09-04 00:00:00",162165,5.89401,"RICARDO MORALES 3361","SAN MIGUEL"
12799,"2006-09-04 00:00:00",16020,0,"JUAN FRANCISCO RIVAS 9595 DPTO","EL BOSQUE"
12800,"2006-09-05 00:00:00",34800,13,"FRANKLIN 987",SANTIAGO
12801,"2006-09-05 00:00:00",153738,11.6781,"FRANKLIN 987",SANTIAGO
12802,"2006-09-05 00:00:00",77064,5.89398,"EL SALTO CHICO 1439",RECOLETA
12803,"2006-09-05 00:00:00",128520,15,"DIAGONAL CERVANTES 721",SANTIAGO
12807,"2006-09-06 00:00:00",85000,0,"SAN DIEGO 831",SANTIAGO
12808,"2006-09-06 00:00:00",85000,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12809,"2006-09-06 00:00:00",86000,0,"SAN DIEGO 894",SANTIAGO
12810,"2006-09-06 00:00:00",304200,0,"BANDERA 891",SANTIAGO
12811,"2006-09-06 00:00:00",260205,5.894,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12812,"2006-09-06 00:00:00",75255,15.0972,"FRANKLIN 987",SANTIAGO
12813,"2006-09-06 00:00:00",154980,11.6781,"FRANKLIN 987",SANTIAGO
12814,"2006-09-07 00:00:00",132400,0,"SAN DIEGO 330",SANTIAGO
12815,"2006-09-07 00:00:00",226800,0,"PASAJE PINOCHET LE BUIN 65",MAIPU
12816,"2006-09-08 00:00:00",112300,0,"AHUMADA LOCAL 205 B",SANTIAGO
12817,"2006-09-08 00:00:00",91800,10,"SAN DIEGO 802",SANTIAGO
12818,"2006-09-08 00:00:00",77300,0,"SAN DIEGO 993",SANTIAGO
12819,"2006-09-08 00:00:00",191000,0,"SAN DIEGO 896",SANTIAGO
12820,"2006-09-08 00:00:00",160240,0,"FRANKLIN 899",SANTIAGO
12821,"2006-09-08 00:00:00",133000,5.89399,"SAN DIEGO 835",SANTIAGO
12822,"2006-09-08 00:00:00",168400,0,"AVENIDA RECOLETA 652",RECOLETA
12823,"2006-09-08 00:00:00",13965,5.89415,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12825,"2006-09-11 00:00:00",97500,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12827,"2006-09-12 00:00:00",84000,0,"ALAMEDA 2859",SANTIAGO
12828,"2006-09-12 00:00:00",93100,5.89403,"SAN DIEGO 815",SANTIAGO
12829,"2006-09-12 00:00:00",108108,11.6781,"FRANKLIN 987",SANTIAGO
12830,"2006-09-13 00:00:00",1080050,0,"J WALKER MARTINES 3520 Ã‘UÃ‘OA",Ã‘UÃ‘OA
12831,"2006-09-13 00:00:00",7980,5,"DIAGONAL CERVANTE 641",SANTIAGO
12832,"2006-09-13 00:00:00",54500,0,"SAN DIEGO 824",SANTIAGO
12833,"2006-09-13 00:00:00",324400,0,"FREIRE 284 11",11
12834,"2006-09-13 00:00:00",355600,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12835,"2006-09-13 00:00:00",23328,11.6783,"FRANKLIN 987",SANTIAGO
12836,"2006-09-14 00:00:00",142800,15,"CINCO ORIENTE 2138",TALCA
12837,"2006-09-14 00:00:00",155420,5.89401,"ALDUNATE 1447",SANTIAGO
12838,"2006-09-14 00:00:00",166000,0,"ESPERANZA 5",SANTIAGO
12839,"2006-09-15 00:00:00",23265,11.6783,"FREIRE 679 S BERNARDO",S.BERNARDO
12840,"2006-09-15 00:00:00",137750,5.89402,"RICARDO MORALES 3361","SAN MIGUEL"
41,"2006-09-15 00:00:00",34000,20,"LIBERTAD 1345",SANTIAGO
42,"2006-09-15 00:00:00",15000,0,"LIBERTAD 1345",SANTIAGO
43,"2006-09-15 00:00:00",502775,15,"LIBERTAD 1345",SANTIAGO
44,"2006-09-20 00:00:00",86020,15,"LIBERTAD 1345",SANTIAGO
45,"2006-09-20 00:00:00",673880,0,"LIBERTAD 1345",SANTIAGO
46,"2006-09-20 00:00:00",162950,0,"LIBERTAD 1345",SANTIAGO
47,"2006-09-20 00:00:00",96517,15.0004,"LIBERTAD 1345",SANTIAGO
12842,"2006-09-20 00:00:00",36000,0,"SAN ANTONIO LOCAL 33",SANTIAGO
12845,"2006-09-21 00:00:00",413335,5.89415,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12846,"2006-09-21 00:00:00",33060,5,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12847,"2006-09-21 00:00:00",123600,0,"BANDERA 891",SANTIAGO
12849,"2006-09-21 00:00:00",187150,5.894,"RICARDO MORALES 3361","SAN MIGUEL"
12850,"2006-09-21 00:00:00",75150,11.6782,"FRANKLIN 987",SANTIAGO
12903,"2006-09-22 00:00:00",216100,0,"EYZAGUIRRE 692","SAN BERNARDO"
12904,"2006-09-22 00:00:00",11970,10,"FRANKLIN 987",SANTIAGO
12908,"2006-09-22 00:00:00",12600,0,"SAN PABLO 1731",SANTIAGO
12910,"2006-09-22 00:00:00",42000,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12912,"2006-09-25 00:00:00",275300,0,"AVENIDA CAMINO HERIQUEZ 3692 PUENTE ALTO","PTE. ALTO"
12913,"2006-09-25 00:00:00",42000,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12914,"2006-09-25 00:00:00",126000,0,"BANDERA 891",SANTIAGO
12915,"2006-09-26 00:00:00",248300,0,"ALAMEDA 3431 E CENTRAL",E.CENTRAL
12916,"2006-09-26 00:00:00",31500,11.678,"SAN DIEGO 802",SANTIAGO
12917,"2006-09-26 00:00:00",48000,0,"SAN DIEGO 895",SANTIAGO
12918,"2006-09-26 00:00:00",200800,0,"AHUMADA 85 LOCAL 205",SANTIAGO
12919,"2006-09-27 00:00:00",26400,0,"SAN DIEGO 835",SANTIAGO
12920,"2006-09-27 00:00:00",133000,5.89399,"SAN DIEGO 815",SANTIAGO
12921,"2006-09-27 00:00:00",98000,0,"SAN DIEGO 831",SANTIAGO
48,"2006-09-27 00:00:00",320025,15,"LIBERTAD 1345",SANTIAGO
49,"2006-09-27 00:00:00",45220,15,"LIBERTAD 1345",SANTIAGO
50,"2006-09-27 00:00:00",32400,10,"LIBERTAD 1345",SANTIAGO
51,"2006-09-27 00:00:00",211320,10,"LIBERTAD 1345",SANTIAGO
52,"2006-09-27 00:00:00",178470,10,"LIBERTAD 1345",SANTIAGO
12922,"2006-09-27 00:00:00",49950,11.6781,"FRANKLIN 987",SANTIAGO
12923,"2006-09-27 00:00:00",42630,15.0969,"FRANKLIN 987",SANTIAGO
12925,"2006-09-28 00:00:00",85000,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12927,"2006-09-28 00:00:00",248000,0,"AVENIDA PARRON 1845","SAN RAMON"
12928,"2006-09-29 00:00:00",126000,0,"AHUMADA LOCAL 205 B",SANTIAGO
12929,"2006-09-29 00:00:00",42000,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
12930,"2006-09-29 00:00:00",195200,0,"AHUMADA 85 LOCAL 105",SANTIAGO
53,"2006-10-02 00:00:00",1606100,0,"LIBERTAD 1345",SANTIAGO
54,"2006-10-02 00:00:00",159528,15,"LIBERTAD 1345",SANTIAGO
12931,"2006-10-02 00:00:00",48000,0,"ALAMEDA 3427 E CENTRAL",E.CENTRAL
12932,"2006-10-03 00:00:00",166500,0,"AHUMADA LOCAL 205 B",SANTIAGO
12933,"2006-10-03 00:00:00",116040,0,"AMARILLA 12587","LAS CONDES"
12935,"2006-10-03 00:00:00",30000,0,"AVENIDA LIBERTADOR BERNARDO O HIGGINS 2883",SANTIAGO
12936,"2006-10-03 00:00:00",39710,5,"ALDUNATE 1447",SANTIAGO
12937,"2006-10-03 00:00:00",33300,11.6782,"SAN DIEGO 802",SANTIAGO
12938,"2006-10-03 00:00:00",195750,11.6781,"FREIRE 679 S BERNARDO",S.BERNARDO
12939,"2006-10-04 00:00:00",168300,17.3553,"EL ROBLE 706",CHILLAN
12940,"2006-10-04 00:00:00",158500,0,"BANDERA 891",SANTIAGO
12941,"2006-10-04 00:00:00",102225,15.0972,"FRANKLIN 987",SANTIAGO
12942,"2006-10-04 00:00:00",66708,11.6781,"FRANKLIN 987",SANTIAGO
12943,"2006-10-04 00:00:00",16000,0,"AVENIDA RECOLETA 652",RECOLETA
12944,"2006-10-05 00:00:00",116200,0,"FREIRE 284 11",11
12946,"2006-10-05 00:00:00",60572,5.89399,"AVENIDA ALAMEDA 949 LOCAL 148 S",SANTIAGO
12947,"2006-10-06 00:00:00",17100,5,"JUAN FRANCISCO RIVAS 9595 DPTO","EL BOSQUE"
12949,"2006-10-06 00:00:00",84500,0,"ALAMEDA 3421 E CENTRAL",E.CENTRAL
12950,"2006-10-06 00:00:00",48000,0,"SAN DIEGO 894",SANTIAGO
13001,"2006-10-06 00:00:00",252000,0,"SAN DIEGO 319",SANTIAGO
13003,"2006-10-10 00:00:00",97800,0,"SAN DIEGO 993",SANTIAGO
13004,"2006-10-10 00:00:00",7500,0,"AVENIDA LIBERTADOR BERNARDO O HIGGINS 2883",SANTIAGO
13005,"2006-10-10 00:00:00",34800,13,"FRANKLIN 987",SANTIAGO
13006,"2006-10-10 00:00:00",154782,11.6781,"FRANKLIN 987",SANTIAGO
55,"2006-10-11 00:00:00",1016800,0,"LIBERTAD 1345",SANTIAGO
13007,"2006-10-11 00:00:00",58410,11.6781,"FRANKLIN 987",SANTIAGO
56,"2006-10-11 00:00:00",2151000,0,"LIBERTAD 1345",SANTIAGO
57,"2006-10-12 00:00:00",639400,0,"LIBERTAD 1345",SANTIAGO
58,"2006-10-12 00:00:00",100170,10,"LIBERTAD 1345",SANTIAGO
59,"2006-10-12 00:00:00",378420,15,"LIBERTAD 1345",SANTIAGO
60,"2006-10-12 00:00:00",147900,15,"LIBERTAD 1345",SANTIAGO
61,"2006-10-12 00:00:00",1494730,0,"LIBERTAD 1345",SANTIAGO
13008,"2006-10-12 00:00:00",42000,0,"ALAMEDA 2859",SANTIAGO
13009,"2006-10-12 00:00:00",201100,0,"ALAMEDA 3409 E CENTRAL",E.CENTRAL
13010,"2006-10-12 00:00:00",21000,0,"ESPERANZA 5",SANTIAGO
13011,"2006-10-12 00:00:00",766000,0,"AVENIDA PARRON 1845","SAN RAMON"
13013,"2006-10-13 00:00:00",103550,5.89399,"EL SALTO CHICO 1439",RECOLETA
13015,"2006-10-16 00:00:00",206200,0,"VICUNA MACKENNA PONIENTE 7149 LOCAL 42","LA FLORIDA"
13016,"2006-10-16 00:00:00",50500,0,"BANDERA 891",SANTIAGO
13017,"2006-10-17 00:00:00",830200,0,"AHUMADA LOCAL 205 B",SANTIAGO
13018,"2006-10-17 00:00:00",978350,15,"CINCO ORIENTE 2138",TALCA
13021,"2006-10-17 00:00:00",972750,0,"AHUMADA 85 LOCAL 205",SANTIAGO
13022,"2006-10-17 00:00:00",34800,15.097,"FRANKLIN 987",SANTIAGO
13023,"2006-10-17 00:00:00",23220,11.6779,"FRANKLIN 987",SANTIAGO
13024,"2006-10-17 00:00:00",41420,5.89396,"ESQUINA BLANCA 039 LOCAL 118",MAIPU
13025,"2006-10-18 00:00:00",21000,0,"SAN DIEGO 896",SANTIAGO
13026,"2006-10-18 00:00:00",2081600,0,"AVENIDA PARRON 1845","SAN RAMON"
13012,"2006-10-19 00:00:00",62100,11.6781,"FRANKLIN 987",SANTIAGO
62,"2006-10-19 00:00:00",1647512,15,"LIBERTAD 1345",SANTIAGO
13027,"2006-10-19 00:00:00",39330,5.89408,"SAN DIEGO 895",SANTIAGO
13028,"2006-10-19 00:00:00",354000,0,"SAN DIEGO 831",SANTIAGO
13029,"2006-10-19 00:00:00",283100,5.89401,"SAN DIEGO 815",SANTIAGO
13030,"2006-10-19 00:00:00",84000,0,"SAN DIEGO 896",SANTIAGO
63,"2006-10-19 00:00:00",659250,10,"LIBERTAD 1345",SANTIAGO
64,"2006-10-19 00:00:00",424260,10,"LIBERTAD 1345",SANTIAGO
65,"2006-10-19 00:00:00",105480,10,"LIBERTAD 1345",SANTIAGO
66,"2006-10-19 00:00:00",471070,15,"LIBERTAD 1345",SANTIAGO
13031,"2006-10-19 00:00:00",1330000,0,"AVENIDA PARRON 1845","SAN RAMON"
13032,"2006-10-19 00:00:00",1049560,5.89401,"FREIRE 679 S BERNARDO",S.BERNARDO
13033,"2006-10-19 00:00:00",648210,15,"CINCO ORIENTE 2138",TALCA
67,"2006-10-20 00:00:00",2182275,10,"LIBERTAD 1345",SANTIAGO
68,"2006-10-20 00:00:00",1515690,10,"LIBERTAD 1345",SANTIAGO
69,"2006-10-19 00:00:00",140080,15,"LIBERTAD 1345",SANTIAGO
70,"2006-10-19 00:00:00",57600,0,"LIBERTAD 1345",SANTIAGO
71,"2006-10-20 00:00:00",267120,10,"LIBERTAD 1345",SANTIAGO
72,"2006-10-20 00:00:00",175000,0,"LIBERTAD 1345",SANTIAGO
73,"2006-10-20 00:00:00",47430,15,"LIBERTAD 1345",SANTIAGO
74,"2006-10-20 00:00:00",64260,15,"LIBERTAD 1345",SANTIAGO
13035,"2006-10-20 00:00:00",108900,11.6781,"SAN DIEGO 802",SANTIAGO
13036,"2006-10-20 00:00:00",291800,0,"FRANKLIN 899",SANTIAGO
13037,"2006-10-20 00:00:00",146640,0,"SIERRA BELLA 1125",SANTIAGO
